SWMM5 LID Report File

Project:  Example 6 
LID Unit: asd in Subcatchment S5

                    	  Elapsed	    Total	    Total	  Surface	 Pavement	     Soil	  Storage	  Surface	    Drain	  Surface	 Pavement	     Soil	  Storage
                    	     Time	   Inflow	     Evap	    Infil	     Perc	     Perc	    Exfil	   Runoff	  OutFlow	    Level	    Level	 Moisture	    Level
Date        Time    	    Hours	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	   inches	   inches	  Content	   inches
----------- --------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------
 01/01/3007 05:39:00	    5.650	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.118	    0.000
 01/01/3007 05:40:00	    5.667	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.117	    0.000
 01/01/3007 05:41:00	    5.683	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.117	    0.000
 01/01/3007 05:42:00	    5.700	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.116	    0.000
 01/01/3007 05:43:00	    5.717	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.115	    0.000
 01/01/3007 05:44:00	    5.733	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.115	    0.000
 01/01/3007 05:45:00	    5.750	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.114	    0.000
 01/01/3007 05:46:00	    5.767	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.113	    0.000
 01/01/3007 05:47:00	    5.783	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.113	    0.000
 01/01/3007 05:48:00	    5.800	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.112	    0.000
 01/01/3007 05:49:00	    5.817	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.111	    0.000
 01/01/3007 05:50:00	    5.833	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.110	    0.000
 01/01/3007 05:51:00	    5.850	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.110	    0.000
 01/01/3007 05:52:00	    5.867	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.109	    0.000
 01/01/3007 05:53:00	    5.883	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.108	    0.000
 01/01/3007 05:54:00	    5.900	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.108	    0.000
 01/01/3007 05:55:00	    5.917	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.107	    0.000
 01/01/3007 05:56:00	    5.933	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.106	    0.000
 01/01/3007 05:57:00	    5.950	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.106	    0.000
 01/01/3007 05:58:00	    5.967	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.105	    0.000
 01/01/3007 05:59:00	    5.983	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.104	    0.000
 01/01/3007 06:00:00	    6.000	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.103	    0.000
 01/01/3007 06:01:00	    6.017	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.103	    0.000
 01/01/3007 06:02:00	    6.033	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.102	    0.000
 01/01/3007 06:03:00	    6.050	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.101	    0.000
 01/01/3007 06:04:00	    6.067	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.101	    0.000
 01/01/3007 06:05:00	    6.083	    0.000	   0.5000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.100	    0.000
 01/01/3007 06:06:00	    6.100	    0.000	   0.0067	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.100	    0.000
 01/01/3007 06:07:00	    6.117	    0.000	   0.0000	    0.000	    0.000	    0.000	    0.000	   0.000	    0.000	    0.000	    0.000	    0.100	    0.000
